1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999997780e-01
9.999803679098983045e-01,-3.125206125847811069e-03,-5.431103152721199895e-03,2.291235259664143875e-01
9.999702455896944953e-01,-3.931183498523229194e-03,-6.637298515734925929e-03,-5.419288093487502067e-01
9.999329172796778131e-01,-1.009504097487944931e-02,-5.679004161706423942e-03,-1.313280224147486130e+00
9.998601450655567602e-01,-1.633804066317940534e-02,-3.571937397571184596e-03,-2.084801364285713277e+00
9.995455778802788682e-01,-2.924927936479394808e-02,7.288168262290483854e-03,2.847585319527912162e-01
9.961799819139706136e-01,-7.183663897427905454e-02,4.964817151477405460e-02,2.653199862485655203e+00
-9.878257335283656682e-01,-7.881183460024067389e-02,1.341231333741151610e-01,4.396512846484228909e+00
-9.986416057202450736e-01,-7.641005376869138520e-03,5.154181177763391547e-02,5.171254182560687696e+00
-9.992944452116883092e-01,1.022753206284494724e-02,3.613875145834013342e-02,2.802692424446824759e+00
-9.994063895887501658e-01,2.140523864486149411e-02,2.699415136165116483e-02,4.340732135921943069e-01
-9.993055138440030127e-01,3.298485681649325485e-02,1.733462493879360522e-02,-1.934176935463113534e+00
-9.988799381921743548e-01,4.714948421445734617e-02,3.974319502571254173e-03,-4.302054272752944719e+00
-9.971062841588738124e-01,7.195511577619352617e-02,-2.452589253254270837e-02,-3.527192135675170537e+00
-9.730311928624560958e-01,1.717659133208034039e-01,-1.539700254521513267e-01,-2.746171266402204214e+00
9.734197887947825256e-01,9.546211926155113991e-02,-2.081847702614538775e-01,-1.147655684182949498e+00
9.960099866466919361e-01,2.356225493894643051e-03,-8.921073198600378007e-02,1.213082592389497005e+00
9.979821922802908363e-01,-2.366007689289742130e-02,-5.892151264900451213e-02,4.372626671658501607e-01
9.983696932071346453e-01,-4.037936703081741741e-02,-4.034181953857025188e-02,-3.380518754936217007e-01
9.981710494032280945e-01,-5.618488565659157663e-02,-2.231176275004003590e-02,-1.113651263317809281e+00
9.971166906287719511e-01,-7.585767607105936561e-02,1.979457153898583118e-03,-1.889958695139242195e+00
9.924374563479906319e-01,-1.114761110699012819e-01,5.139038721649317326e-02,4.730478053429623131e-01
9.104770431574698009e-01,-2.772882856947967989e-01,3.068269227099730823e-01,2.818157066336973493e+00
-9.631470850306205200e-01,-8.712087115199579346e-02,2.544752373154132719e-01,4.193088031322155018e+00
-9.930225402917023381e-01,8.700518371322418093e-03,1.176032969464915062e-01,4.979716993841593720e+00
-9.963519564673415374e-01,3.926800157892008925e-02,7.576808626129338808e-02,2.616934511784474005e+00
-9.970355261194112639e-01,5.937691886850073042e-02,4.893404910154420390e-02,2.531276993660949159e-01
-9.966641734337723380e-01,7.830630750463818401e-02,2.299233782293965897e-02,-2.110459828604442034e+00
-9.946845705038840357e-01,1.022600706597736470e-01,-1.206163961332741216e-02,-4.472913824750882839e+00
-9.854205677438893085e-01,1.476010142024000715e-01,-8.461823251364906928e-02,-3.689762619912679398e+00
-7.813689050381816825e-01,3.764927093795930602e-01,-4.977106328213676267e-01,-2.866693257648859738e+00
9.556271700290654980e-01,7.144107039636303502e-02,-2.857846835693987897e-01,-9.661435614023536900e-01
9.900220848255638639e-01,-2.207490297578722227e-02,-1.391724477626715972e-01,1.383692177213662999e+00
9.945774227969371717e-01,-5.520049975025628775e-02,-8.813997328071032644e-02,6.019067207272454922e-01
9.955222077580501150e-01,-7.751419144859347798e-02,-5.410253214599495403e-02,-1.783487837822601563e-01
9.948953634472567087e-01,-9.874636415221478558e-02,-2.079354125369814801e-02,-9.588043848361351706e-01
9.917054314186621866e-01,-1.261195003359308342e-01,2.478323888720507587e-02,-1.740916601195266367e+00
9.760662737259317989e-01,-1.800403468598827106e-01,1.219840268123149468e-01,6.122197352747322796e-01
5.764977782011859730e-01,-4.437131737762511907e-01,6.861260315324747561e-01,2.890594298472023205e+00
-9.499104629346144524e-01,-5.377276000961337538e-02,3.078613367870268736e-01,4.032381615397103936e+00
-9.871722224195376150e-01,3.609368327775822061e-02,1.555257191293969166e-01,4.828615768589171076e+00
-9.927735363186467321e-01,7.058865259199484377e-02,9.704611125962395168e-02,2.471647145130416057e+00
-9.939236834093660988e-01,9.433811893752698519e-02,5.671005971860133832e-02,1.126978380848946415e-01
-9.929652005985803997e-01,1.172362935445779714e-01,1.660607949368733335e-02,-2.246023673835960022e+00
-9.883180992282933897e-01,1.472941780997983341e-01,-3.913770350541775217e-02,-4.602473820041576680e+00
-9.645534382675210461e-01,2.084694122298361152e-01,-1.617935996597208992e-01,-3.808110914887234522e+00
-3.340556759019060462e-01,4.606425362801348511e-01,-8.223230868503725866e-01,-2.892621303231393437e+00
9.454668780925143956e-01,3.594028188360852416e-02,-3.237293291750396595e-01,-8.245017276780171045e-01
9.845546876833647376e-01,-4.996098701367224920e-02,-1.677973978860569926e-01,1.516984389175293657e+00
9.910183410217261457e-01,-8.504143062891311722e-02,-1.032017579071850405e-01,7.297270907651025595e-01
9.923137035095811465e-01,-1.096590895104947450e-01,-5.734455436071148049e-02,-5.516908910873130623e-02
9.909618413518824775e-01,-1.336912182309712704e-01,-1.101304464739311442e-02,-8.403619758915481519e-01
9.846649226542315558e-01,-1.657442001745072502e-01,5.444125460392212207e-02,-1.628514810773990185e+00
9.512045085636468000e-01,-2.326250529302880676e-01,2.027204174161348071e-01,7.123703977411510735e-01
1.114709375858301960e-01,-4.363715022680211830e-01,8.928348907172514171e-01,2.879360107360388277e+00
-9.419709957664859079e-01,-1.856280584600952799e-02,3.351806458819162615e-01,3.907924162720822991e+00
-9.822027789125219455e-01,6.332451863052077079e-02,1.768267695704821840e-01,4.711356234784997099e+00
-9.893608735483907513e-01,9.841984799278218066e-02,1.071382070628528888e-01,2.359415246958445067e+00
-9.907455298074370198e-01,1.234481081768882549e-01,5.642570118419692332e-02,4.804108715489086023e-03
