0.000000000000000000e+00,-4.200000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
-3.521452809187550989e-11,-4.190001828137280171e+00,9.999983882880730812e-01,-1.400585270866304288e-07,9.996344639433569768e+00,-3.221772503694951550e-03,3.558404645268660373e-05,-6.312689111042952411e-05,9.999932151948696946e-02,7.498323999475431378e-02,-1.236177934163339848e-01,9.999864562744001262e+01
-5.500320586651001534e-10,-4.180007308869205573e+00,9.999935602649328015e-01,-1.086101827386826846e-06,9.992694836099381916e+00,-6.432089008870312680e-03,1.570047306890483057e-04,-2.412902851323322573e-04,1.999973021236399751e-01,1.710574830297009186e-01,-2.294245896681153807e-01,9.999732407352554731e+01
-2.711143695357198329e-09,-4.170016436556221784e+00,9.999855291092669685e-01,-3.538858606922028071e-06,9.989050760295727471e+00,-9.627387032245327339e-03,3.833945601391485609e-04,-5.148652669832405127e-04,2.999939928787323518e-01,2.841998188545764026e-01,-3.139277815553344619e-01,9.999607203777340203e+01
-8.320648203026075715e-09,-4.160029205373455774e+00,9.999743118858788193e-01,-8.065320857887461247e-06,9.985412610579610160e+00,-1.280348482076202818e-02,7.295735131603070696e-04,-8.611574427012826235e-04,3.999894805247476426e-01,4.098368425434360529e-01,-3.744971924749889713e-01,9.999492256899046083e+01
-1.967383869752530842e-08,-4.150045609287675852e+00,9.999599300784590694e-01,-1.508254550866630357e-05,9.981780603237893956e+00,-1.595575753354995865e-02,1.205587525638913624e-03,-1.255308069650503799e-03,4.999838792743150906e-01,5.430256807171859323e-01,-4.094449254843297026e-01,9.999389622390691557e+01
-3.940320616790049705e-08,-4.140065642045232863e+00,9.999424099383332765e-01,-2.484652759418670129e-05,9.978154960950599062e+00,-1.907932592388926832e-02,1.816434781402024700e-03,-1.671261378865104711e-03,5.999773148299410996e-01,6.786450396620874459e-01,-4.180683956994318273e-01,9.999299467907920302e+01
-7.031394827125461203e-08,-4.130089297171389617e+00,9.999217826428707934e-01,-3.744601054311253265e-05,9.974535901272163940e+00,-2.216924999774578381e-02,2.561983414524075537e-03,-2.082755546181533531e-03,6.999699037486736275e-01,8.115887543273619942e-01,-4.006562444273399359e-01,9.999219775214776007e+01
-1.152156628185389002e-07,-4.120116567981074951e+00,9.998980842596545404e-01,-5.280125908017112632e-05,9.970923625550414116e+00,-2.522072068155335051e-02,3.437082141941027666e-03,-2.464301528327595553e-03,7.999617316765879060e-01,9.369548880126224999e-01,-3.584572037743594675e-01,9.999146427174058260e+01
-1.767553061873307282e-07,-4.110147447600203563e+00,9.998713555232611183e-01,-7.066776031524886308e-05,9.967318308912297198e+00,-2.822924232889065591e-02,4.431854535488571716e-03,-2.792112947426482559e-03,8.999528343357106053e-01,1.050223353458741959e+00,-2.936140686564958080e-01,9.999073658919994045e+01
-2.572563329132429162e-07,-4.100181928996258662e+00,9.998416414368506144e-01,-9.064488938917524398e-05,9.963720091854712635e+00,-3.119079958306899755e-02,5.532162513987615680e-03,-3.044953733367332556e-03,9.999431845522223083e-01,1.147415759659128787e+00,-2.090658816776026219e-01,9.998994798092275005e+01
-3.585689981437561874e-07,-4.090220005016293570e+00,9.998089907171835433e-01,-1.121895547045263097e-04,9.960129073858668747e+00,-3.410200279222509734e-02,6.720218426585194277e-03,-3.204873756364540020e-03,1.099932687655811536e+00,1.225231926146393979e+00,-1.084225954444313911e-01,9.998903176214193422e+01
-4.819367617323474815e-07,-4.080261668430201105e+00,9.997734551069714648e-01,-1.346347569611977015e-04,9.956545309287363921e+00,-3.696020710880062315e-02,7.975320082005247363e-03,-3.257807552539428858e-03,1.199921186259398809e+00,1.281158490262484628e+00,4.182604506306537850e-03,9.998793070008045447e+01
-6.278836374014972098e-07,-4.070306911976880215e+00,9.997350885830138534e-01,-1.572128374109609396e-04,9.952968805660836082e+00,-3.976360142680535753e-02,9.274678841655161973e-03,-3.194016593089505068e-03,1.299908473998796055e+00,1.313546104665502812e+00,1.242573668959784522e-01,9.998660528951066340e+01
-7.961269372904078687e-07,-4.060355728410987020e+00,9.996939464914800233e-01,-1.790829668607599970e-04,9.949399524229805891e+00,-4.251126454482108408e-02,1.059430836918009815e-02,-3.008362008964972963e-03,1.399894316460477350e+00,1.321653000444070303e+00,2.471242558897640829e-01,9.998503966523890085e+01
-9.855193597927042050e-07,-4.050408110548034735e+00,9.996500846442617494e-01,-1.993621429616114547e-04,9.945837382623246015e+00,-4.520318713917415715e-02,1.190993945415542987e-02,-2.700400964177122626e-03,1.499878476443114561e+00,1.305653940022140302e+00,3.680981089778736504e-01,9.998324427766478095e+01
