0.000000000000000000e+00,-4.200000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
3.561339612182777677e-13,-4.190001828142818852e+00,9.999983881795960761e-01,1.419808514094424568e-09,9.996344617127201460e+00,-3.222213352544398869e-03,9.999998750000205217e-01,1.675146862440784472e-07,-3.216060016118135174e-07,4.999998040153153661e-04,6.880774425350645596e-02,-1.273564690241291708e-01,9.999864089655945065e+01
5.630921802349640287e-12,-4.180007308962625956e+00,9.999935584169219460e-01,1.119630717648090446e-08,9.992694643955706724e+00,-6.435895505267397003e-03,9.999995000003829571e-01,7.060093751345914339e-07,-1.259607545617733005e-06,9.999984456702647878e-04,1.481192145645005565e-01,-2.464777437846039643e-01,9.999728283828027031e+01
2.816721418399596386e-11,-4.170016437055364733e+00,9.999855192104358803e-01,3.721023330846116126e-08,9.989050069406898658e+00,-9.641112215347897793e-03,9.999988750019318529e-01,1.666006701931432234e-06,-2.770421355615168524e-06,1.499994803964013789e-03,2.370155576718805113e-01,-3.565069378648489939e-01,9.999592590899302991e+01
8.790699412186582476e-11,-4.160029207028009601e+00,9.999742789913553809e-01,8.677053208733301400e-08,9.985410882261330556e+00,-1.283793243319835548e-02,9.999980000060407770e-01,3.093216683002585507e-06,-4.806372527469912941e-06,1.999987810326741850e-03,3.345123016013012984e-01,-4.566843822416359333e-01,9.999457024598699206e+01
2.117926170115876935e-10,-4.150045613498818398e+00,9.999598461205119193e-01,1.665617399993950755e-07,9.981777071179994465e+00,-1.602642791142816492e-02,9.999968750145677987e-01,5.028227306057994800e-06,-7.316201761714348064e-06,2.499976456105589169e-03,4.395693369761383140e-01,-5.463523308114129895e-01,9.999321603593962493e+01
4.331197945567692960e-10,-4.140065651097437183e+00,9.999422288857544583e-01,2.825979634249502607e-07,9.978148624726108196e+00,-1.920667279754572840e-02,9.999955000298144103e-01,7.506247673207402635e-06,-1.024559296515605269e-05,2.999959799305495882e-03,5.511011599548379936e-01,-6.249586661842109203e-01,9.999186351021954522e+01
7.908458668999182674e-10,-4.130089314464991723e+00,9.999214354997679743e-01,4.401836583485679772e-07,9.974525531387604005e+00,-2.237874321188791996e-02,9.999938750544805632e-01,1.055690458494903879e-05,-1.353771859644303392e-05,3.499936970556791118e-03,6.679873285401743965e-01,-6.920595947452037322e-01,9.999051293961989018e+01
1.328866360271338920e-09,-4.120116598254144336e+00,9.998974740982826681e-01,6.438808122324456930e-07,9.970907779599912146e+00,-2.554271681721278706e-02,9.999920000916175944e-01,1.420408812853982533e-05,-1.713379460275292322e-05,3.999907178330501870e-03,7.890829931774655526e-01,-7.473214277852877618e-01,9.998916462867187249e+01
2.095253312934678241e-09,-4.110147497129140071e+00,9.998703527388137502e-01,8.974848898433636141e-07,9.967295357769073050e+00,-2.869867237964295742e-02,9.999898751445812639e-01,1.846586362464703646e-05,-2.097364493570058209e-05,4.499869713117362995e-03,9.132294664872655510e-01,-7.905211313688685904e-01,9.998781890945281248e+01
3.141484922866315435e-09,-4.100182005765821813e+00,9.998400793997250791e-01,1.204006174743875118e-06,9.963688254294620350e+00,-3.184668933220895920e-02,9.999875002169824612e-01,2.335442251467736261e-05,-2.499626182702344035e-05,4.999823950956241297e-03,1.039264636778402862e+00,-8.215461718302913274e-01,9.998647613525803024e+01
4.521652449200248644e-09,-4.090220118851627618e+00,9.998066619797950638e-01,1.565659490785722487e-06,9.960086457592412401e+00,-3.498684733739278879e-02,9.999848753126387990e-01,2.887609483141840967e-05,-2.914036581189418588e-05,5.499769355938396651e-03,1.166033253048783580e+00,-8.403932351753186092e-01,9.998513667398256644e+01
6.291662591034786738e-09,-4.080261831085562285e+00,9.997701082982048959e-01,1.983860994967076929e-06,9.956489956116987727e+00,-3.811922585671009833e-02,9.999820004355265413e-01,3.503141187318378318e-05,-3.334495554359557455e-05,5.999705481844702301e-03,1.292396922426978234e+00,-8.471660470904092133e-01,9.998380090140828713e+01
8.508440144736177941e-09,-4.070307137178147627e+00,9.997304260949516630e-01,2.459232112463842141e-06,9.952898738383343158e+00,-4.124390372980995395e-02,9.999788755897325299e-01,4.181521886832714714e-05,-3.754984406022303752e-05,6.499631972898400369e-03,1.417243760778038597e+00,-8.420723023303701149e-01,9.998246919448889969e+01
1.122913825471082938e-08,-4.060356031851350522e+00,9.996876230316739109e-01,2.991610469969700728e-06,9.949312792987928589e+00,-4.436095876680538896e-02,9.999755007794087769e-01,4.921683578918368206e-05,-4.169617680783747004e-05,6.999548563643123028e-03,1.539497614322963059e+00,-8.254197459006380466e-01,9.998114192471088302e+01
1.451036342543861188e-08,-4.050408509838494098e+00,9.996417066928775519e-01,3.580067580332145718e-06,9.945732108628702051e+00,-4.747046735724139155e-02,9.999718760087281666e-01,5.722026371206603688e-05,-4.572692705459845434e-05,7.499455077971880178e-03,1.658126778064379581e+00,-7.976114609928959265e-01,9.997981945162524653e+01
1.840741893404538769e-08,-4.040464565884143155e+00,9.995926845875483524e-01,4.222933117899261429e-06,9.942156674124149163e+00,-5.057250409737372443e-02,9.999680012818429331e-01,6.580443517125426521e-05,-4.958736655356643538e-05,7.999351427326420808e-03,1.772152174995735852e+00,-7.591403955338614784e-01,9.997850211659739728e+01
2.297358043098436234e-08,-4.030524194743978050e+00,9.995405641511165840e-01,4.917825202879003674e-06,9.938586478430947224e+00,-5.366714144219229821e-02,9.999638766028451364e-01,7.494350281429527677e-05,-5.322550325473011771e-05,8.499237608130517929e-03,1.880654857864630269e+00,-7.105832454231862938e-01,9.997719023694854457e+01
2.825940060865439083e-08,-4.020587391184642811e+00,9.994853527477642885e-01,5.661686532757594946e-06,9.935021510660376975e+00,-5.675444938032366687e-02,9.999595019757310244e-01,8.460716566747840460e-05,-5.659248849408544935e-05,8.999113698480111848e-03,1.982782878732676668e+00,-6.525937028637931459e-01,9.997588410044559737e+01
3.431205396002555107e-08,-4.010654149983590600e+00,9.994270576730432953e-01,6.450825854071798863e-06,9.931461760093201363e+00,-5.983449513689307470e-02,9.999548774043679478e-01,9.476102817569304385e-05,-5.964298718689395307e-05,9.498979854149445026e-03,2.077757417673877338e+00,-5.858951690802275403e-01,9.997458396027657557e+01
4.117472572617464489e-08,-4.000724465928903406e+00,9.993656861567771221e-01,7.280964289302997017e-06,9.927907216192970452e+00,-6.290734290582529475e-02,9.999500028924650508e-01,1.053669882101850356e-04,-6.233550919095000276e-05,9.998836303972052919e-03,2.164878144260661497e+00,-5.112730040178689039e-01,9.997329003055878616e+01
4.888604977169271920e-08,-3.990798333819099764e+00,9.993012453662080130e-01,8.147285925040790130e-06,9.924357868617644129e+00,-6.597305361325428441e-02,9.999448784435475135e-01,1.163836494058534063e-04,-6.463269977288652838e-05,1.049868334466745774e-02,2.243527782827245964e+00,-4.295664012193175507e-01,9.997200248243426302e+01
5.747959801193769865e-08,-3.980875748462941566e+00,9.992337424093729048e-01,9.044492324968707615e-06,9.920813707229486411e+00,-6.903168471296547426e-02,9.999395040609344587e-01,1.277667552206440205e-04,-6.650158805151718173e-05,1.099852133515743721e-02,2.313175865591370339e+00,-3.416599374955759938e-01,9.997072144077451128e+01
6.698342645072283619e-08,-3.970956704679223126e+00,9.991631843386646894e-01,9.966860277381192810e-06,9.917274722103165630e+00,-7.208329001558128057e-02,9.999338797477204110e-01,1.394696393666867941e-04,-6.791379131268354967e-05,1.149835069045323718e-02,2.373381645302936160e+00,-2.484748986636296786e-01,9.996944698155246556e+01
7.741968050138728791e-08,-3.961041197296553573e+00,9.990895781545467980e-01,1.090830219803715929e-05,9.913740903531994775e+00,-7.512791955211345352e-02,9.999280055067607531e-01,1.514436883234701278e-04,-6.884567448835666895e-05,1.199817187518465583e-02,2.423796162330092763e+00,-1.509604609949344867e-01,9.996817912990236721e+01
8.880426204006102190e-08,-3.951129221153138360e+00,9.990129308093815830e-01,1.186242854596484403e-05,9.910212242032335084e+00,-7.816561947230904472e-02,9.999218813406608453e-01,1.636388112257841328e-04,-6.927846435963510446e-05,1.249798539684875837e-02,2.464163466747112174e+00,-5.008481525067083606e-02,9.996691785888310733e+01
