0.000000000000000000e+00,-4.200000000000000178e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
7.151223734678961543e-13,-4.190001828142858820e+00,9.999983881785715623e-01,2.854917256600843234e-09,9.996344616914701220e+00,-3.222217551459172474e-03,9.999995000001161705e-01,3.371908202614168938e-07,-6.476565404456342636e-07,9.999994776385466664e-04,6.957232507438379510e-02,-1.286260012332599845e-01,9.999864089906010634e+01
1.135841404497320785e-11,-4.180007308963486601e+00,9.999935583996535371e-01,2.263285492228643936e-08,9.992694642177202269e+00,-6.435930717863858064e-03,9.999980000020900484e-01,1.430948449635853681e-06,-2.553892501321480371e-06,1.999995805192555931e-03,1.514880432152500289e-01,-2.513497938236526341e-01,9.999728287898992107e+01
5.705733005091799884e-11,-4.170016437059931746e+00,9.999855191196759252e-01,7.561476000426841944e-08,9.989050063140028968e+00,-9.641236527271264053e-03,9.999955000106952596e-01,3.401251179972089720e-06,-5.654611228319736835e-06,2.999985797849701388e-03,2.452584811496183459e-01,-3.669590317677953184e-01,9.999592611842163592e+01
1.788129783421137597e-10,-4.160029207042975408e+00,9.999742786941215877e-01,1.772404783039172787e-07,9.985410866782840955e+00,-1.283824003264578441e-02,9.999920000339940218e-01,6.362755720079110104e-06,-9.873997546529346490e-06,3.999966250205503650e-03,3.502759732788836566e-01,-4.742817963283062488e-01,9.999457091772990225e+01
4.325806528631270471e-10,-4.150045613536591738e+00,9.999598453695959233e-01,3.419568759277308011e-07,9.981777039739576196e+00,-1.602705383283729509e-02,9.999875000833714500e-01,1.042365138496199107e-05,-1.512496196691761146e-05,4.999933955862810586e-03,4.658170336778377774e-01,-5.721982372103946446e-01,9.999321769813789729e+01
8.882063636805439555e-10,-4.140065651178283623e+00,9.999422272765680075e-01,5.830720518361520890e-07,9.978148568328998991e+00,-1.920779751995419990e-02,9.999820001735644226e-01,1.568455454738666981e-05,-2.130969254815075656e-05,5.999885727265047604e-03,5.910466338761192207e-01,-6.596519172092227823e-01,9.999186699899964026e+01
1.628214164132399154e-09,-4.130089314619374008e+00,9.999214324226847195e-01,9.126160275554153486e-07,9.974525438588971227e+00,-2.238059704964315277e-02,9.999755003226690198e-01,2.223744559854485260e-05,-2.832031888109179965e-05,6.999818415764306329e-03,7.250236312766766833e-01,-7.356608404687184910e-01,9.999051947320653255e+01
2.746471622078333587e-09,-4.120116598525281226e+00,9.998974686867061479e-01,1.341209339869786226e-06,9.970907636313700806e+00,-2.554558404866297955e-02,9.999680005521307535e-01,3.016465948900534490e-05,-3.603967062728250512e-05,7.999728931647033178e-03,8.667071863500818152e-01,-7.993280380818763575e-01,9.998917588091445907e+01
4.346700786790151996e-09,-4.110147497575726838e+00,9.998703438132940935e-01,1.877942890327083038e-06,9.967295147094795027e+00,-2.870289504308432688e-02,9.999595008867074863e-01,3.953795286048116257e-05,-4.434215721023421393e-05,8.999614264002036776e-03,1.014964454172093467e+00,-8.498515070645831226e-01,9.998783708109449719e+01
6.540908605968387165e-09,-4.100182006464926587e+00,9.998400654084517170e-01,2.530267304719437306e-06,9.963687956364221776e+00,-3.185267064534987036e-02,9.999500013544179167e-01,5.041763710521208786e-05,-5.309471466820280119e-05,9.999471500200500171e-03,1.168579005474118082e+00,-8.865335582731505015e-01,9.998650402179382013e+01
9.447691104543518243e-09,-4.090220119901728069e+00,9.998066409358877804e-01,3.303895474151532214e-06,9.960086049440318945e+00,-3.499505467665466746e-02,9.999395019864663059e-01,6.285180214303642669e-05,-6.215785601824268031e-05,1.099929784487514196e-02,1.326260360378324954e+00,-9.087893591436989604e-01,9.998517772845409013e+01
1.319045289751164362e-08,-4.080261832609692441e+00,9.997700777142692896e-01,4.202718672516232259e-06,9.956489411575811133e+00,-3.813019324628885015e-02,9.999280028171472212e-01,7.687563508810859290e-05,-7.138679626575725266e-05,1.199909063820316264e-02,1.486654354321582661e+00,-9.161546043720609767e-01,9.998385929071085343e+01
1.789554922566784005e-08,-4.070307139327144164e+00,9.997303829154089438e-01,5.228737235093675157e-06,9.952898028007634679e+00,-4.125823379134618135e-02,9.999155038837312937e-01,9.251084061514173822e-05,-8.063264836517677013e-05,1.299884737330520880e-02,1.648354303750038996e+00,-9.082922420847244771e-01,9.998254984776721699e+01
