0.000000000000000000e+00,1.000000000000000000e+00,-4.200000000000000178e+00
5.996020303028293773e-03,9.998679132664187730e-01,-4.164023872910934010e+00
1.198417996835845697e-02,9.994743595180802798e-01,-4.128094844983952072e+00
1.796462458476550186e-02,9.988236516283204303e-01,-4.092211919470353010e+00
2.393750581859913074e-02,9.979204130955570129e-01,-4.056374067885113455e+00
2.990299379278043429e-02,9.967695354704845245e-01,-4.020580236197322854e+00
3.586128989253260790e-02,9.953761269351335539e-01,-3.984829352164204419e+00
4.181263953723449861e-02,9.937454542918403577e-01,-3.949120333306787245e+00
4.775734431245099582e-02,9.918828804497225038e-01,-3.913452095019390953e+00
5.369577270664104007e-02,9.897937996975163522e-01,-3.877823558283813643e+00
5.962836865365475636e-02,9.874835729638266058e-01,-3.842233656528021513e+00
6.555565710921681943e-02,9.849574651777103229e-01,-3.806681341264808616e+00
7.147824601444840997e-02,9.822205867080555652e-01,-3.771165586264193958e+00
7.739682418669238673e-02,9.792778407156831344e-01,-3.735685390138339113e+00
8.331215495482931221e-02,9.761338779915369468e-01,-3.700239777348328651e+00
8.922506564036665477e-02,9.727930606001119473e-01,-3.664827797744524496e+00
9.513643329956124328e-02,9.692594353174310839e-01,-3.629448524839585133e+00
1.010471674111701607e-01,9.655367174930691299e-01,-3.594101053062040307e+00
1.069581904098211717e-01,9.616282855808980790e-01,-3.558784494262093201e+00
1.128704171124113725e-01,9.575371861833199549e-01,-3.523497973735366884e+00
1.187847341333512496e-01,9.532661490564744433e-01,-3.488240626003933809e+00
1.247019803415908706e-01,9.488176111728811035e-01,-3.453011590550265186e+00
1.306229292902862937e-01,9.441937486170424165e-01,-3.417810007653244497e+00
1.365482743587367320e-01,9.393965148506043805e-01,-3.382635014428150289e+00
1.424786171191680939e-01,9.344276837072826858e-01,-3.347485741135118875e+00
1.484144591962826276e-01,9.292888953881002223e-01,-3.312361307793904697e+00
1.543561976564814253e-01,9.239817037111469622e-01,-3.277260821130729695e+00
1.603041237626930127e-01,9.185076229266965209e-01,-3.242183371882952247e+00
1.662584247760482969e-01,9.128681725249387924e-01,-3.207128032497172043e+00
1.722191883829842785e-01,9.070649186288727295e-01,-3.172093855271171492e+00
1.781864092737902583e-01,9.010995107724038000e-01,-3.137079871005118648e+00
1.841599973962166625e-01,8.949737130797575935e-01,-3.102085088236153698e+00
1.901397874271931743e-01,8.886894291227261933e-01,-3.067108493133167801e+00
1.961255490646575117e-01,8.822487199650347334e-01,-3.032149050115879874e+00
2.021169977902783077e-01,8.756538151586993335e-01,-2.997205703241218711e+00
2.081138058134903435e-01,8.689071166890046660e-01,-2.962277378366021452e+00
2.141156129482454373e-01,8.620111960885777913e-01,-2.927362986054438565e+00
2.201220372023533489e-01,8.549687851450995524e-01,-2.892461425152653476e+00
2.261326848704466874e-01,8.477827607960876088e-01,-2.857571586912432959e+00
2.321471599208112246e-01,8.404561249732431794e-01,-2.822692359502237736e+00
2.381650724547267339e-01,8.329919802665807227e-01,-2.787822632720118765e+00
2.441860460064866900e-01,8.253935023783585123e-01,-2.752961302703910818e+00
2.502097234474660037e-01,8.176639103999882030e-01,-2.718107276432557562e+00
2.562357712651094355e-01,8.098064359711321103e-01,-2.683259475824126383e+00
2.622638820141437455e-01,8.018242923822075374e-01,-2.648416841260978760e+00
2.682937747839083120e-01,7.937206446444429186e-01,-2.613578334407266279e+00
2.743251935912159323e-01,7.854985814909458686e-01,-2.578742940226021574e+00
2.803579036919466305e-01,7.771610901760995782e-01,-2.543909668149024306e+00
2.863916858982319402e-01,7.687110348216605882e-01,-2.509077552397698252e+00
2.924263290853761910e-01,7.601511389133350782e-01,-2.474245651495375231e+00
2.984616211643927319e-01,7.514839723894018997e-01,-2.439413047046705696e+00
3.044973388755646826e-01,7.427119435869000696e-01,-2.404578841888024510e+00
3.105332368153922995e-01,7.338372961300344555e-01,-2.369742157730786669e+00
3.165690361435741784e-01,7.248621106644612677e-01,-2.334902132430647814e+00
3.226044134204888447e-01,7.157883111711357271e-01,-2.300057917016106401e+00
3.286389900042256396e-01,7.066176754383780567e-01,-2.265208672606105811e+00
3.346723223897390964e-01,6.973518491394254948e-01,-2.230353567336070153e+00
3.407038938065614087e-01,6.879923628570332461e-01,-2.195491773398745572e+00
3.467331073163723021e-01,6.785406513270691997e-01,-2.160622464292313527e+00
